GraphID,NumNodes,NumEdges,MaxPossibleEdges,DensityCategory,DensityValue,MatrixCreationTime_ms,ListCreationTime_ms,AvgMatrixQueryTime_ms,AvgListQueryTime_ms,Algorithm
g_500_Sparse_4,500,6237,124750,Sparse,0.04999599198396794,1.5203330003714655,0.14116599959379528,0.0001756664996719337,0.00019327100017108023,has_edge
g_500_Sparse_5,500,6237,124750,Sparse,0.04999599198396794,1.5677499995945254,0.13929099986853544,0.00015893750060058665,0.0001920830000017304,has_edge
g_500_Medium_1,500,31187,124750,Medium,0.24999599198396794,7.261375001689885,0.4861659999733092,0.00015510449975408847,0.0006660834997092024,has_edge
g_500_Medium_2,500,31187,124750,Medium,0.24999599198396794,7.3650829999678535,0.4730420005216729,0.00015518750024057226,0.0006636250000155997,has_edge
g_500_Medium_3,500,31187,124750,Medium,0.24999599198396794,7.008917000348447,0.5147080009919591,0.000157437500092783,0.000674812500619737,has_edge
g_500_Medium_4,500,31187,124750,Medium,0.24999599198396794,7.220292000056361,0.4704589991888497,0.00015693749992351513,0.000683125000250584,has_edge
g_500_Medium_5,500,31187,124750,Medium,0.24999599198396794,7.272499999089632,0.44100000013713725,0.00015354150036728242,0.0006570414998350316,has_edge
g_500_Dense_1,500,74850,124750,Dense,0.6,18.074542000249494,1.1558340011106338,0.00017187499997817213,0.001321895500041137,has_edge
g_500_Dense_2,500,74850,124750,Dense,0.6,17.95704200048931,1.042125000822125,0.00016660399978718488,0.001314353999987361,has_edge
g_500_Dense_3,500,74850,124750,Dense,0.6,17.128082999988692,1.00683399978152,0.00016679149939591298,0.0012939999996888218,has_edge
g_500_Dense_4,500,74850,124750,Dense,0.6,17.02395800020895,0.9987079993152292,0.0001628540003366652,0.001306687499891268,has_edge
g_500_Dense_5,500,74850,124750,Dense,0.6,21.523416999116307,1.017249998767511,0.0001588750001246808,0.0012567704998218687,has_edge
